ID продукта,Бренд,Название,Описание,Цена,Тип продукта,Для кого,Тип кожи,Назначение,Объём,Способ применения,Состав,Описание бренда,Дополнительная информация,Подходит для акне,Подходит для комедонов,Подходит для розацеа
19000390078,Elizavecca,ELIZAVECCA Real1 VitaminC Toner,"Тонер Elizavecca в формате спрея увлажняет кожу, придает ей здоровый и свежий вид. <br>
10% витамина C убирают тусклость и выравнивают тон лица. Кожа становится сияющей и мягкой. <br>
Не оставляет липкости.",3490,тонер,унисекс,для всех типов кожи,"увлажнение, выравнивание тона, против тусклости кожи",200 мл,"Закройте глаза и распылите тонер 2-3 раза на лицо, затем распределите по коже легкими похлопывающими движениями. <br>
При распылении держите флакон прямо. Рекомендуется использование солнцезащитных средств.
","Water, Dipropylene Glycol, Ascorbic Acid, Potassium Hydroxide, Sodium Chloride, PEG-60 Hydrogenated Castor Oil, 1,2-Hexanediol, Butylene Glycol, Caprylyl Glycol, Trideceth-10, Tocopheryl Acetate, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Melia Azadirachta Leaf Extract, Glycerin, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Illicium Verum (Anise) Fruit Extract, Dipotassium Glycyrrhizate, Beta-Glucan, Sodium Hyaluronate.",,страна происхождения<br>Республика Корея<br><br>,False,False,False
19000315302,belif,BELIF Super drops – retinol & peptide,"Сыворотка для лица belif с пептидами повышает упругость кожи, теряющей тонус, оказывает антивозрастное действие и сужает расширенные поры. <br><br>

Средство интенсивно увлажняет и питает кожу, укрепляет её естественный защитный барьер и дарит ощущение комфорта и мягкости. <br><br>

Формула, также включающая ретинол 0,001% , делает кожу более эластичной и гладкой, сокращает видимость морщин и выравнивает текстуру кожи. <br><br>

Подходит для всех типов кожи, включая чувствительную. ",4025,сыворотка для лица,женский,"для всех типов кожи, для чувствительной кожи","уплотнение, против признаков старения, для сужения пор, увлажнение, питание, выравнивание тона",30 мл,После очищения кожи и применения тонера нанесите 2–3 капли сыворотки на лицо и аккуратно распределите по коже. ,"Water, glycerin, dipropylene glycol, niacinamide, triethylhexanoin, pentaerythrityl tetraethylhexanoate, 1,2-hexanediol, panthenol, caprylic/capric triglyceride, polymethylsilsesquioxane, betaine, methyl glucose sesquistearate, serine, arginine, tromethamine, acrylates/c10-30 alkyl acrylate crosspolymer, citric acid, carbomer, dipotassium glycyrrhizate, trehalose, adenosine, myristica fragrans (nutmeg) extract, sclerotium gum, sodium gluconate, succinoglycan, beta-glucan, hydrolyzed hyaluronic acid, sodium hyaluronate, glycine soja (soybean) oil, melissa officinalis flower/leaf/stem water, rosmarinus officinalis (rosemary) leaf water, thymus vulgaris (thyme) leaf extract, eucalyptus globulus leaf extract, mentha rotundifolia leaf extract, rosa canina fruit extract, dextrin, theobroma cacao (cocoa) seed extract, retinol, butylene glycol, macadamia ternifolia seed oil, hydrogenated lecithin, cholesterol, polyglyceryl-10 laurate, brassica campestris (rapeseed) sterols, caprylyl glycol, phytosteryl/behenyl/octyldodecyl lauroyl glutamate, retinal, silica, potassium cetyl phosphate, ceramide np, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, acetyl hexapeptide-8, disodium edta, citrus aurantium dulcis (orange) peel oil, citrus aurantifolia (lime) oil, pelargonium graveolens flower oil, rosmarinus officinalis (rosemary) leaf oil, limonene, citronellol, geraniol, citral, linalool","Южнокорейский бренд belif предлагает косметику для ухода за кожей лица, созданную благодаря синтезу традиций и инноваций. В ассортименте марки – эффективные средства с натуральными ингредиентами, потрясающими текстурами и чистыми, понятными формулами, вызывающими доверие. Эксклюзивные формулы belif решают различные задачи, от интенсивного увлажнения кожи до борьбы с признаками старения. <br> <br>

Ключевая особенность бренда – использование натуральных растительных экстрактов, лекарственных растений и настоящих трав, ценные свойства которых в 19 веке активно изучал известный шотландский травник Дункан Напьер. Он также придумал уникальный способ обработки растений и открыл в Эдинбурге первый магазин Napiers, специализирующийся на травах. Сегодня бренд belif наследует философию, исторические рецепты и традиционные методы производства Napiers, чтобы создавать эффективные продукты на основе чистых природных ингредиентов. 
","страна происхождения<br>Республика Корея<br><br>изготовитель:<br>""LG H&H Co., Ltd."", адрес: 58 Saemunan-ro, Jongno-gu, Seoul, Республика Корея<br><br>",False,False,True
19000005548,COSMEDIX,COSMEDIX Reboot Overnight Hydration Complex,"Универсальная ночная сыворотка Reboot  — это приятная легкая текстура, наполненная пробиотиками, которая работает пока вы спите. Сыворотка восстанавливает баланс и иммунитет кожи, увлажняет, уменьшает видимость морщин. Идеально подходит для всех типов кожи, включая чувствительную. ",5050,сыворотка для лица,унисекс,для всех типов кожи,"увлажнение, разглаживание, питание, восстановление, против признаков старения",30 мл,Нанесите небольшое количество продукта на очищенную тонизированную кожу вечером.,"Aqua/water/eau, glycerin, hydroxyethylcellulose, glyceryl caprylate, saccharide isomerate, lactobacillus ferment, caprylhydroxamic acid, lactobacillus, cocos nucifera (coconut) fruit extract, aloe barbadensis leaf juice, citric acid, palmitoyl tripeptide-5, sodium citrate.",,страна происхождения<br>США<br><br>,False,False,True
19000180378,FOR ME by gold apple,FOR ME BY GOLD APPLE VITA COMPLEX+BETAINE,"Мы уверены на сто процентов, что масок для лица много не бывает. Протестировали огромное количество, и наконец создали свои!<br><br>

Маску VITA COMPLEX+BETAINE используем, когда хочется восстановить кожу лица и наполнить ее энергией. В составе этой гидрогелевой маски — пантенол, который глубоко питает и улучшает качество кожи, и бетаин, который дарит увлажнение. Маска помогает вернуть коже яркость и тонус благодаря липосомальному комплексу из 12 витаминов, а также ускоряет восстановление благодаря центелле. То, что нужно коже после долгого дня!<br><br>

Использовать с осторожностью для чувствительной кожи.",355,маски для лица,унисекс,для всех типов кожи,"восстановление, питание, увлажнение, тонизирование",,"Нанесите маску на очищенную кожу и оставьте на 10–20 минут. <br>
Остатки средства распределите массирующими движениями.","Water, Dipropylene Glycol, Glycerin, Cetyl Ethylhexanoate, Ceratonia Siliqua (Carob) Gum, Xanthan Gum, Chondrus Crispus Extract, Hydroxyacetophenone, Butyrospermum Parkii (Shea) Butter, Potassium Chloride, Panthenol, Polyglyceryl-10 Laurate, Caprylyl Glycol, Ethylhexyl Olivate, Cellulose Gum, Sucrose, Glyceryl Stearate, Algin, Betaine, Glucomannan, Sodium Acrylates Copolymer, Ethylhexylglycerin, Polyglyceryl-4 Oleate, Butylene Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sodium Phytate, Lavandula Angustifolia (Lavender) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Dextrin, 1,2-Hexanediol, Dipotassium Glycyrrhizate, Centella Asiatica Extract, Hydrogenated Lecithin, Polyglyceryl-10 Stearate, Caprylic/Capric Triglyceride, Sodium Ascorbyl Phosphate, Tocopherol, Niacinamide, Caprylhydroxamic Acid, Biotin, Folic Acid, Thiamine HCl, Riboflavin, Pantothenic Acid, Pyridoxine, Retinyl Palmitate, Niacin, Ascorbic Acid, Carnitine HCl, Ubiquinone, Cyanocobalamin, Beta-Carotene, Linoleic Acid, Inositol.","FOR ME — бренд косметики, созданный командой Золотого Яблока вокруг одной главной идеи: идеи любви к себе. <br><br>

В ежедневной суете мы часто забываем об этом. Забываем прислушиваться к своим желаниям, проводить время с любимыми или оставаться наедине с собой, петь в душе, будто перед нами стадион, или танцевать, будто никто не видит. Наслаждаться собой и моментом. <br><br>

FOR ME — это напоминание себе о себе и тебе о тебе. <br><br>

Этот запуск — итог более 20 лет опыта на бьюти-рынке и полутора лет активной подготовки. FOR ME уделяет большое внимание качеству и красоте: от визуального оформления и тактильных ощущений до эффективности и лаконичности составов. <br><br>
FOR ME — все, что нужно для создания идеальной рутины для красоты и заботы о себе: от ароматных средств для тела до кистей для макияжа. В бренде представлены коллекции уходовых средств для лица, волос и тела, аксессуары, кисти для макияжа, ароматы для дома и многое другое — и ассортимент постоянно расширяется!
","страна происхождения<br>Республика Корея<br><br>изготовитель:<br>ANCORS CO., Ltd. 56-24, Gajangsaneopseo-ro, Osan-si, Gyeonggi-do, Республика Корея.<br><br>",False,False,True
19000014945,Givenchy ,GIVENCHY  Le Soin Noir,"Антивозрастной крем для лица Le Soin Noir от Givenchy – это главный продукт исключительной коллекции косметических средств по уходу за кожей. Одновременно дневной и ночной крем подходит для сухой кожи и в случаях, когда необходима насыщенная текстура.<br>
В состав крема входят два драгоценных компонента:<br>
- Черный сок живительной Водоросли: глобальная регенерация кожи + мгновенная и длительная защита от свободных радикалов для полного обновления кожи для коррекции всех признаков старения.<br>
- Морская вода: обеспечивает идеальную среду для усвоения Черного сока.<br>
День за днем кожа восстанавливает свой тонус, ее плотность и упругость повышается. Морщины разглаживаются, контур лица выглядит подтянутым. Текстура кожи улучшается, становится более гладкой, значительно более молодой и красивой.
Дополните свой ритуал ухода за кожей лица исключительной антивозрастной сывороткой Le Soin Noir от Givenchy.",41210,крем для лица,женский,для всех типов кожи,против признаков старения,50 мл,"Закройте глаза, глубоко дышите и погрузитесь в морскую вселенную Le Soin Noir.
<br />1. Разогрейте в ладонях небольшое количество крема и нанесите на лицо по направлению снизу вверх. С помощью массажного аппликатора выполняйте мягкие разглаживающие нажатия по направлению от центра к периферии.
<br />2. Для усиления эффекта сделайте акупунктурный массаж аппликатором, плавно и легко надавливая на меридианные точки, расположенные на лбу, щеках и подбородке.
<br />Наносите на очищенную кожу лица утром и вечером.
<br />Используйте лосьон, сыворотку и крем для ухода вокруг глаз Le Soin Noir для получения комплексного регенерирующего эффекта.",,,страна происхождения<br>Франция<br><br>,False,False,False
19000136367,Ph.Hubby,PH.HUBBY 1g Sun Cream Intensive Protection,"Солнцезащитный крем для лица, который помогает предотвратить преждевременное старение кожи и ухаживает за ней. Крем с невесомой текстурой благодаря экстракту прополиса увлажняет сразу же после нанесения и не оставляет чувства липкости, белых следов. Подходит для чувствительной кожи. В комплекте мерная ложка, с помощью которой легко нанести идеальное количество средства для правильной защиты от солнца. Солнцезащитный фактор SPF 50+ PA++++.",1678,крем для лица,женский,для чувствительной кожи,защита от солнца,,За 30 минут до выхода на солнце нанесите на лицо крем и распределите по коже легкими массирующими движениями.,"WATER, BUTYLOCTYL SALICYLATE, ETHYLHEXYL SALICYLATE, DIBUTYL ADIPATE, PROPANEDIOL, BUTYLENE GLYCOL, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, TITANIUM DIOXIDE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, C12-15 ALKYL BENZOATE, NIACINAMIDE, ETHYLHEXYL TRIAZONE, 1,2-HEXANEDIOL, POLYGLYCERYL-2 STEARATE, ALUMINUM HYDROXIDE, METHYL METHACRYLATE CROSSPOLYMER, GLYCERYL STEARATE, STEARIC ACID, STEARYL ALCOHOL, POLYGLYCERYL-6 POLYRICINOLEATE, SODIUM POLYACRYLATE, ETHYLHEXYL STEARATE, BEHENYL ALCOHOL, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, PROPOLIS EXTRACT, CAPRYLYL GLYCOL, MUSA SAPIENTUM (BANANA) FLOWER EXTRACT, ROSA DAMASCENA FLOWER WATER, ADENOSINE, PYRUS COMMUNIS (PEAR) FRUIT EXTRACT, ETHYLHEXYLGLYCERIN, TRIDECETH-6, XANTHAN GUM, PRUNUS DOMESTICA FRUIT EXTRACT, HEDERA HELIX (IVY) LEAF/STEM EXTRACT, CUCUMIS MELO (MELON) FRUIT EXTRACT",,"страна происхождения<br>Республика Корея<br><br>изготовитель:<br>""Ph. Hubby Co., Ltd."", адрес: С-721, 128, Beobwon-ro, Songpa-gu, Seoul, Республика Корея<br><br>",False,False,True
19000249493,AMAN,AMAN Grounding stem cell face & eye serum,"Мощная сыворотка для кожи вокруг глаз, содержащая стволовые клетки арганы, помогает усилить естественные процессы восстановления и разглаживать тонкие линии, морщинки. <br><br>

Экстракт босвеллии успокаивает. Экстракт лакрицы борется с проявлениями несовершенств кожи и темных кругов под глазами, чтобы тон лица оставался свежим и сияющим. <br><br>

Подходит для нормальной, комбинированной, сухой, обезвоженной кожи.",11950,сыворотка для кожи вокруг глаз,унисекс,"для сухой кожи, для обезвоженной кожи, для нормальной кожи, для комбинированной кожи","восстановление, успокаивающее, от темных кругов, против несовершенств, разглаживание",50 мл,Нанесите на зону вокруг глаз подушечками пальцев и аккуратно распределите. ,"Aqua/water/eau,  rosa damascena (rose otto) flower water,  butyrospermum parkii (shea) butter,  caprylic/capric triglyceride,  prunus amygdalus dulcis (sweet almond) oil,  glyceryl stearate,  cetearyl alcohol,  polyglyceryl-3 dicitrate/stearate,  glycerin (vegetable),  carthamus tinctorius (safflower) seed oil,  coco-caprylate,  glyceryl caprylate, lsomalt, sodium stearoyl lactylate, hydroxyacetophenone, sodium benzoate, hydrolyzed hyaluronic acid, chondrus crispus (carrageenan)  powder, glycyrrhiza glabra (liquorice) root extract, spilanthes acmella (paracress) flower/leaf/ extract, astragalus membranaceus (astragal) root extract, pentylene glycol, potassium sorbate, cananga odorata (ylang ylang) flower oil,  jasminum officinale (jasmine absolute) flower oil, amber powder, cistus ladaniferus (labdanum) resin extract, juniperus virginiana (cedarwood) wood oil,  styrax tonkinensis (benzoin) resin extract, ubiquinone, argania spinosa (argan) sprout cell culture, rosa damascena (rose otto) flower oil.",,"страна происхождения<br>Великобритания<br><br>изготовитель:<br>""AMAN PRODUCTS UK LIMITED"",адрес: 63 Brook Street,Mayfair,London,W1K 4HS,Соединенное Королевство<br><br>",False,False,True
19000006017,Caudalie,CAUDALIE Grape Water,"Виноградная Вода, в состав которой входит экстракт органического винограда, собранного в период уборки урожая, является одним из культовых продуктов Caudalie. Эта вода на 100 % состоит из растительных ингредиентов, обладает увлажняющими и успокаивающими свойствами. Это незаменимое средство для ежедневного ухода для чувствительной кожи.<br>
Легкий мист дарит коже ощущение свежести и комфорта.<br>
На 100 % состоит из органического винограда.
",2360,спреи и мисты для лица,унисекс,для чувствительной кожи,"увлажнение, питание, успокаивающее",200 мл,"Не требует промакивания салфеткой после распыления, хорошо впитывается кожей, не пересушивая ее.<br>
Совет международного тренера марки:
для усиления ощущения свежести храните её в холодильнике.
","VITIS VINIFERA (GRAPE) FRUIT WATER*, VITIS VINIFERA (GRAPE) JUICE*, NITROGEN (P00613V01/02)
* Origine végétale - Plant origin.
","<p>Под французским брендом Caudalie выпускается натуральная косметика на основе экстракта винограда. <p>

В своих продуктах компания, созданная на виноградниках Бордо, старается использовать все полезные свойства данного фрукта. Косметика бренда является уникальным миксом натуральности, последних научных разработок и бережного отношения к природе. <p>

Виноградная лоза, ставшая для создателей Caudalie источником вдохновения, содержит большое количество полезных для кожи элементов. На протяжении 20 лет компания вкладывает средства в научные разработки. В 2018 году открыта исследовательская лаборатория, специализирующаяся на поиске уникальных ингредиентов для косметических продуктов. <p>

Компания Caudalie предпочитает использовать при производстве своих средств натуральные компоненты, которые не наносят вред не только коже человека, но и окружающей среде. Все продукты производятся во Франции. Компания использует минимум консервантов и не тестирует продукцию на животных. <p>

Caudalie — член ассоциации 1 % for the Planet. 1 % от оборота направляется на реализацию проектов по защите окружающей среды. <p>

Девиз компании: «Создавать красоту эффективно, естественно и изысканно»",страна происхождения<br>Франция<br><br>,False,False,True
19000009487,Christina,CHRISTINA Fresh Pure & Natural Cleanser,"Прекрасно подходит для ежедневного очищения кожи. Благодаря присутствию растительных очищающих компонентов может использоваться для демакияжа век. Оставляет на коже ощущение свежести, успокаивает и смягчает. ",2450,гель для лица,унисекс,для всех типов кожи,очищение,300 мл,"Вспенить гель в ладонях, помассировать кожу лица, шеи, декольте. Смыть теплой водой. Препарат используется после демакияжа. Затем обязательно наносятся средства регулярного ухода. ","Caprylyl Glycol, Butylene Glycol, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Chlorphenesin, Cucumis Sativus ( Cucumber ) Fruit Extract, Decyl Glucoside, Disodium Cocoamphodiacetate, Disodium EDTA, Fragrance, Hamamelis Virginiana (Witch Hazel)Bark/Leaf/Twig Extract, Hydroxyethylcellulose, Lactic Acid, Phenoxyethanol, Polysorbate-20, Quillaja Saponaria Bark Extract, Saponaria Officinalis Leaf / Root Extract, Urea, Deionized water (Aqua)",,страна происхождения<br>Израиль<br><br>,False,False,False
19000320888,Comfort zone,COMFORT ZONE SKIN REGIMEN DETOX CLEANSER,"Пенящийся крем с нежными поверхностно-активными веществами, обогащенный глицерином и бетаином и комплексом Долголетия™. Эффективно удаляет макияж, SPF-защиту и загрязнения, оставляя кожу чистой и шелковистой. <br>
Натуральный аромат с эфирными маслами можжевельника, кедра, кориандра, кардамона, жасмина и герани способствует хорошему самочувствию и расслаблению. 88,6% ингредиентов натурального происхождения. Чистая формула.<br>
Функциональный натуральный аромат.<br>
Для всех типов кожи.<br>

Тест эффективности:<br>
90% участников исследования оценили эффективность  удаления макияжа, SPF и накопившихся загрязнений в течение дня**.<br>
90% считают, что кожа сразу становится яркой, шелковистой и мягкой.**<br>
90% согласны с тем, что аромат способствует улучшению самочувствия и снятию стресса.**<br>
95% считают, что средство не сушит кожу.**<br><br>

*Независимая лаборатория, 20 человек.<br>
 **Независимая лаборатория, 20 человек, срок использования до 28 дней.<br><br>

Обновленная линейка продуктов Skin Regimen/Lx создана на основе высокотехнологичных компонентов и натуральных активных ингредиентов, а также запатентованного Комплекса Долголетия (Longevity Complex ™), который оказывает воздействие на 4 фактора старения кожи, защищает клетки кожи и замедляет скорость их старения. В 2025 году Skin Regimen/Lx был удостоен награды Marie Claire Prix d’Excellence de la Beauté в категории «Антивозрастной уход.",4980,крем-гель для лица,унисекс,для всех типов кожи,"очищение, снятие макияжа, увлажнение",150 мл,"Смешайте небольшое количество средства с водой в ладонях, чтобы получилась мягкая пена. Нанесите на кожу легкими круговыми движениями. Избегайте области вокруг глаз.","Aqua / water / eau, glycerin, sodium cocoyl isethionate, betaine, stearic acid, glyceryl stearate citrate, pentylene glycol, decyl glucoside, disodium cocoamphodiacetate, coconut acid, sodium lauroyl glutamate, juniperus virginiana oil, sclerotium gum, sodium isethionate, butylene glycol, chlorphenesin, polyquaternium-10, juniperus communis fruit oil, sodium chloride, spinacia oleracea leaf extract / spinacia oleracea (spinach) leaf extract, propanediol, myrtus communis extract, carnosine, coriandrum sativum seed oil / coriandrum sativum (coriander) seed oil, linalool, limonene, citric acid, cedrus atlantica bark oil, pelargonium graveolens oil, tephrosia purpurea seed extract, elettaria cardamomum seed extract, sodium benzoate, potassium sorbate, jasminum grandiflorum flower extract / jasminum grandiflorum (jasmine) flower extract.","[ comfort zone ] – это итальянский бренд высокоэффективной косметики для профессионального ухода за лицом и телом. <br>
Бренд создан в 1996 году доктором Давидом Боллати, фармацевтом и владельцем Davines Group, сертифицированной B Corporation. <br><br>

Постоянные инновации, возглавляемые внутренней командой из более чем 40 ученых и международным научным комитетом, вдохновлены Научным Ботаническим Садом в штаб-квартире в Парме, Италия и подкреплены 25-летней профессиональной экспертизой, которая сделала [ comfort zone ] лидером в международной спа- и велнес-индустрии.<br><br>

Системы средств рассчитаны на решение различных задач в области ухода за кожей  лица и тела: ежедневный уход, направленный на увлажнение, восстановление и здоровое сияние кожи, и специальный уход, такой как: коррекция возрастных изменений борьба с пигментацией, ремоделирование тела и борьба с несовершенствами фигуры и, конечно же, визитная карточка бренда - ароматерапия. <br><br>

Чистые и подходящие для веганов формулы содержат высокую концентрацию биоактивных ингредиентов натурального происхождения и не содержат производных животного происхождения, силиконов, парабенов и искусственных красителей. Они характеризуются биомиметической текстурой, клинически и дерматологически протестированной, для оптимальной безопасности и комфорта кожи.<br><br>

В более чем 5000 спа-центрах-партнерах в Италии и по всему миру опытные косметологи и спа-специалисты, обученные методам [ comfort zone ], заботятся о своих гостях, максимально повышая эффективность профессионально разработанных формул продуктов бренда, благодаря эксклюзивным массажам и технологическому оборудованию последнего поколения для преображения красоты и хорошего самочувствия.
",страна происхождения<br>Италия<br><br>изготовитель:<br>DAVINES S.P.A. - SKINCARE DIVISION VIA CALZOLARI 55/A - 43126 PARMA - ITALY<br><br>,False,False,False
19000106951,DARLING*,"DARLING* Happy-Go-Glowy, Travel Pack","Чтобы вдруг взять и привыкнуть к хорошему. <br>
Для эксфолиирующего эффекта не нужно идти к косметологу. Достаточно протереть лицо диском. Да, это настолько просто. <br><br>

Сияющее очищение происходит благодаря действию бетаина салицилата, сочетающего в себе салициловую кислоту и увлажняющий бетаин. <br>
Хотите, чтобы ваша кожа засияла? Продукт лучше начинать использовать с периодичностью 1-2 раза в неделю. ",330,пэды для лица,унисекс,для всех типов кожи,"увлажнение, питание, очищение",,"Мягкими круговыми движениями тщательно протереть предварительно очищенное лицо рельефной стороной диска. <br>
Затем перевернуть пэд другой стороной и протереть еще раз, собрав с поверхности кожи ороговевшие частички. <br>
Избегайте области вокруг глаз.","Water, Dipropylene Glycol, Glycerin, Butylene Glycol, 1,2-Hexanediol, PEG/PPG-17/6 Copolymer, Panthenol, Sodium Lactate, Betaine Salicylate, PEG-60 Hydrogenated Castor Oil, Camellia Sinensis Leaf Extract, Glucose, Allantoin, Chlorella Vulgaris Extract, Tromethamine, Caprylyl Glycol, Fructooligosaccharides, Fructose, Ethylhexylglycerin, Centella Asiatica Extract, Fragrance(Parfum), Melia Azadirachta Leaf Extract, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Xanthan Gum, Pentylene Glycol, Disodium EDTA, Althaea Rosea Flower Extract, Melia Azadirachta Flower Extract, Xylitylglucoside, Acetyl Glucosamine, Anhydroxylitol, Xylitol, Hydroxyacetophenone, Aloe Barbadensis Leaf Extract, Sodium Hyaluronate Crosspolymer, Tocopherol, Nelumbo Nucifera Flower Extract, Prunus Mume Fruit Extract, Citric Acid, Lactic Acid.","DARLING* —  международный бренд косметики on-the-go, рождённый в цифровой среде и объединивший команду креативных людей со всего мира. DARLING* меняет привычное понимание красоты и создает продукты, которые разговаривают со своим потребителем – очаровывают, удивляют, вызывают восторг, при этом очень удобны и эффективны.<br><br>

Миссия DARLING* – превратить ежедневную бьюти-рутину в увлекательную игру!
DARLING* – это красота сегодня, открытая, настоящая, без фильтров. Это бренд, который говорит с тобой на одном языке, продукты, которые впишутся в твой сумасшедший лайфстайл и поддержат твою страсть к экспериментам, это бьюти-рутина по твоим правилам, чтобы каждый твой день был наполнен оптимизмом.
","страна происхождения<br>Республика Корея<br><br>изготовитель:<br>COSMAX, INC<br>46, Jeyakgongdan 2-gil, Hyangnam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea.<br><br>",False,False,False
19000320284,Dr. Ceuracle ,DR. CEURACLE  Tea Tree Purifine Green Up Sun,"Мультифункциональный солнцезащитный крем увлажняет и успокаивает кожу, обеспечивая надежную защиту от УФ излучения.<br>
Средство обладает тонирующим эффектом благодаря зеленому оттенку, который помогает замаскировать покраснения. <br>
Растительный комплекс в составе успокаивает кожу и оказывает противовоспалительное действие.<br> Солнцезащитный крем балансирует кожу в течение дня, поддерживая матовость, при этом помогает сохранить влагу.  
",3990,крем для лица,унисекс,для всех типов кожи,"защита от солнца, увлажнение, питание, успокаивающее, противовоспалительное действие",50 мл,"На заключительном этапе ухода за кожей нанесите необходимое количество крема и равномерно распределите по коже.<br>
На область покраснения можно нанести дополнительный слой.<br><br>

Можно разделить нанесение средства на два этапа: нанесите 1 слой, дайте впитаться, нанесите 2 слой.<br>
Обновляйте солнцезащитный крем через каждые два часа во время пребывания на активном солнце или после контакта с водой. Можно использовать как базу под макияж.","Water, Zinc Oxide, Melaleuca Alternifolia (Tea Tree) Leaf Water, C12-15 Alkyl Benzoate, Butylene Glycol, Titanium Dioxide, Butyloctyl Salicylate, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-10 Oleate, Niacinamide, Isononyl Isononanoate, Dibutyl Adipate, 1,2-Hexanediol, Propanediol, Pentylene Glycol, Caprylyl Methicone, Polymethylsilsesquioxane, Coco-Caprylate/Caprate, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Cetearyl Olivate, Sorbitan Olivate, Vp/Eicosene Copolymer, Aluminum Hydroxide, Stearic Acid, Methylpropanediol, Dimethiconol, Trisiloxane, Polyquaternium-51, Silica, Chromium Oxide Greens, Dicaprylyl Carbonate, Polyacrylate Crosspolymer-6, Sodium Polyacryloyldimethyl Taurate, Iron Oxides(Ci 77492), Sodium Stearoyl Glutamate, Ethylhexylglycerin, Xanthan Gum, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Polyglyceryl-6 Polyhydroxystearate, Polyglyceryl-6 Polyricinoleate, Adenosine, Alumina, Polyglycerin-6, Polyether-1, Hydrolyzed Hyaluronic Acid, Houttuynia Cordata Extract, Artemisia Capillaris Extract, Portulaca Oleracea Extract, Tocopherol, Biosaccharide Gum-1, Octadecane, Lactic Acid/Glycolic Acid Copolymer, Caprylyl Glycol.","Dr.Ceuracle (Южная Корея)<br>
<br>
Dr.Ceuracle – пионеры космецевтики в Южной Корее. Уход, рассчитанный на самые актуальные потребности кожи, благодаря широкому ассортименту линий. Средства бренда направлены на устранение недостатков и поддержание красоты кожи, за счет умных формул, качественных и современных составов и передовых технологий. <br>
В ассортименте Dr.Ceuracle можно найти средства для любого типа и состояния кожи, среди которых нашумевшая Веганская крем-эссенция с Комбучей, новинка, ставшая хитом – Увлажняющий очищающий бальзам-пенка, а также Гидрофильное масло с пробиотиками, входящее в список лучших гидрофильных масел в подборках beauty-блогеров из разных стран мира. ",страна происхождения<br>Республика Корея<br><br>изготовитель:<br>LEEGEEHAAM COSMETICS 18F 157 DOSANDAERO GANGNAMGU SEOUL KOREA<br><br>,False,False,True
19000303106,andplus,ANDPLUS yuzu cleansing balm 31.1.3,"andplus skincare<br>
продукты, из которых каждый сможет построить оптимальную для себя рутину<br><br>

гидрофильный бальзам с ароматом юдзу<br>
нежный. эффективный. сенсорный. <br><br>

+ трехфазная формула: бальзам > масло > молочко<br>
+ имеет пробуждающий и поднимающий настроение аромат цитруса юдзу <br>
+ обеспечивает глубокое, но мягкое очищение, легко смывается<br>
+ растворяет макияж, убирает солнцезащитные средства и излишки себума<br>
+ не раздражает, не сушит, оставляет ощущение комфорта<br>
+ содержит полезные растительные экстракты и масла<br>
+ идеален для массажа лица во время умывания<br>
+ подходит для всех типов кожи<br><br>

cruelty-free.<br>
упаковка может быть сдана на переработку. ",1320,гидрофильный бальзам,унисекс,для всех типов кожи,"очищение, снятие макияжа",45 мл,"Разогрейте в руках небольшое количество средства и распределите легкими массирующими движениями. смойте теплой водой. <br>
Рекомендуется в качестве первого этапа очищения.","Cetyl ethylhexanoate, ethylhexyl palmitate, peg-20 glyceryl triisostearate, synthetic wax, isododecane, peg-10 isostearate, pyrus malus (apple) seed oil, camellia japonica seed oil, hippophae rhamnoides oil, melia azadirachta leaf extract, melia azadirachta flower extract, coccinia indica fruit extract, amber powder, solanum melongena (eggplant) fruit extract, curcuma longa (turmeric) root extract, ocimum sanctum leaf extract, corallina officinalis extract, moringa oleifera seed oil, trihydroxystearin, tocopheryl acetate, fragrance (parfum), limonene, linalool.","&+<br>
для апгрейда среды обитания и себя в ней","страна происхождения<br>Республика Корея<br><br>изготовитель:<br>""COSMAX, INC."", адрес: 46, Jeyakgongdan 2-gil, Hyangnam-eup, Hwaseong-si, Gyeonggi-do, Республика Корея<br><br>",False,False,False
